pc_filelist,zmax,zmean,zsd,zskew,zkurt,zentropy,pzabovezmean,pzabove2,zq5,zq10,zq15,zq20,zq25,zq30,zq35,zq40,zq45,zq50,zq55,zq60,zq65,zq70,zq75,zq80,zq85,zq90,zq95,zpcum1,zpcum2,zpcum3,zpcum4,zpcum5,zpcum6,zpcum7,zpcum8,zpcum9,crr,fhd,fd,fds,och,rug,rum,wetup,PCA1,PCA2
hoh_797253.5_910786.4.laz,1005.9,844.2534545063455,61.59406211038845,0.5352961202701959,2.461318779156787,0.7224399142934909,48.064099806409985,100,769.16,769.95,771.16,773.29,778.035,799.934,815.6785000000001,825.98,834.61,840.635,847.8000000000001,854.36,861.32,869.616,878.77,895.86,917.0735000000001,938.71,965.616,0,0,0,0,0,0,0,31.18210175325374,82.71485425406044,0.48323615124464214,4.994688002376059,2.058515840969522,1.7551376316580407,845.24,61.901173576215896,53.93513450363593,WET,0.3668969055008109,1.8721986715093415
hoh_798051.3_936140.5.laz,834.45,627.2853286135694,41.23549702772947,2.3787330696570907,8.7611848378188,0.588852659857416,29.994100294985248,100,600.2,600.49,600.72,601.02,601.3100000000001,601.67,602.5600000000001,606,608.53,611.19,613.771,617.366,622.8340000000001,627.254,633.36,641.7360000000001,654.5340000000002,674.4460000000001,725.9589999999998,0,0,0,0,0,0,0,88.74203445834317,97.10880339863111,0.13455638177598686,3.96107807036937,1.9549079472918804,1.813903437071997,612.22,39.377363517001044,17.101629430272432,WET,-1.511969474543179,-1.0976750822582118
hoh_798193.8_940668.1.laz,802.89,649.923638368247,39.31985672596372,1.0666690037754418,3.765177554533745,0.6558769105376535,44.00343011147862,100,610.79,611.0600000000001,611.35,611.84,612.79,616.7,622.14,627.69,634.28,642.35,648.65,654.46,661.15,667.466,673.935,679.548,687.24,701.7940000000001,733.277,0,0,0,0,0,0,0,49.9754962019113,93.27370742465082,0.26204217672865365,4.386647574056816,2.0426461025317213,1.7415958136472964,649.51,40.10696286495487,29.37573534608275,WET,-1.1215873140764068,0.22875947848948455
hoh_798671.9_927056.9.laz,2972.86,2870.543378177966,64.4181733630431,-0.949773200420624,2.8389200849976466,0.648470835078112,66.57838983050848,100,2739.43,2748.98,2777.8965,2818.9080000000004,2844.2799999999997,2860.8779999999997,2872.7000000000003,2879.804,2884.77,2890.55,2895.3,2899.4,2903.31,2908.992,2914.04,2920.376,2928.5,2938.3140000000003,2948.32,0,0,0,0,0,0,0,0,0,1.5010599005614527,5.186002665779606,2.054783282313668,1.6669978927003024,2899.83,55.11930263847871,83.38555596330286,UPL,11.523664125889043,2.6221433938237784
hoh_799099.3_940639.6.laz,892.71,722.5383243919886,81.68665171445028,0.12224236980317388,1.7128683437000338,0.7413727969029882,51.86874105865522,100,618.5,618.99,619.42,620.21,628.3625,652.46,673.6330000000002,695.08,713.0600000000001,727.4100000000001,739.34,750.1920000000001,761.2165000000001,771.823,788.12,810.3120000000001,823.6585000000001,836.97,849.6655000000001,0,0,0,0,0,0,23.732451041759813,45.52445676473218,77.82348207100063,0.6186595037971889,5.037080858799454,2.115476348041455,1.6903086804599745,729.2650000000001,84.07152208960613,86.9051053043923,WET,-0.03557873882595769,3.7977457482635213
hoh_799406.4_921595.4.laz,3117.6800000000003,3008.1611738464903,38.57843582033242,-0.2793149675939245,2.5732404757993783,0.6235338134541526,53.64530942488519,100,2937.336,2955.7000000000003,2964.76,2973.48,2980.2400000000002,2987.9900000000002,2995.152,3001.73,3006.98,3012.1,3017.64,3021.84,3026.34,3030.87,3034.9700000000003,3040.35,3048.09,3057.9,3067.28,0,0,0,0,0,0,0,0,0,1.0577284099458693,5.016232516393558,2.151566093893059,1.9161016000978737,3019.61,35.811058645923325,56.345206820175704,UPL,11.561325767368212,0.5305178466491465
hoh_800739.4_935149.5.laz,1227.33,1097.8916817733107,37.05448545147479,-0.08889571680979066,3.228762374978042,0.6953825161233363,53.307008884501485,100,1028.903,1043.1100000000001,1057.921,1068.53,1077.885,1083.614,1087.43,1091.76,1096.353,1100.29,1104.53,1108.53,1112.46,1117.32,1121.42,1126.824,1132.6100000000001,1139.232,1153.48,0,0,0,0,0,0,0,0,55.06192784060312,0.7215922074152219,4.945975151043558,2.1268315973568077,1.7969758146810075,1107.77,34.12040076758969,45.93313867349648,UPL,1.6259711198166285,0.5335608493453237
hoh_801502.4_930593.4.laz,2984.93,2904.0031867884118,41.19890911638165,-0.7781297786259582,3.0978822007055227,0.6222102513176,59.17033028970804,100,2817.005,2839.5,2861.94,2873.65,2879.815,2887.89,2896.75,2903.05,2908.79,2912.89,2917.05,2920.4,2923.995,2928.96,2933.13,2937.82,2944.06,2949.31,2959.885,0,0,0,0,0,0,0,0,0,1.5053501052846083,4.978510530134712,2.075632871225657,1.7477205896461994,2920.4,34.6994488002861,55.349921590593645,UPL,11.280015556187031,1.040574392585546
hoh_801730.4_937837.6.laz,1070.4,908.2144791078487,79.90264857655632,0.43124440335700476,1.9426689530038126,0.7822819114117128,41.50903444381705,100,800.82,807.271,822.0500000000001,838.266,847.34,854.76,861.0500000000001,867.114,875.4200000000001,886.38,896.6755,915.1279999999999,934.32,956.4,981.3375000000001,997.676,1012.655,1032.8700000000001,1048.6095,0,0,0,0,0,0,0,31.121620667748996,71.03832850991742,0.7200055742676326,5.45703252724576,2.139543405204959,1.775240652127875,892.16,80.4974054012804,71.58457294332008,UPL,0.9349751668310273,3.006093843168229
hoh_802686.4_910615.4.laz,1047.64,874.540524228529,77.87065113803588,0.3324932668163653,1.87978849950973,0.7527566549155945,47.21774693270542,100,779.39,780.41,784.126,789.07,794.45,801.8520000000001,821.844,844.366,854.4300000000001,863.88,879.76,895.5,913.52,926.34,939.9300000000001,952.5300000000001,963.5440000000001,984.2540000000004,1010.96,0,0,0,0,0,0,0,38.24987605354487,75.97917699553793,0.5646494525354172,5.2348920631206255,2.0932337917650994,1.7053157728149102,861.65,79.62601722553065,59.62118406770373,WET,0.7049386426130936,2.9058146974345975
hoh_802714.9_911520.9.laz,1015.65,864.9771973274968,67.06875034745666,0.34376017307257717,1.9717189017069015,0.722898599935726,49.17636217025688,100,784.0500000000001,784.87,786.28,787.99,791.89,798.78,825.29,841.6,855.28,864.01,872.0500000000001,881.33,891.99,901.6700000000002,915.09,926.57,943.73,965.84,986.22,0,0,0,0,0,0,0,32.3963133640553,74.64285714285714,0.5459989850079958,5.0048323688228695,1.9784542651177537,1.6809199265534103,865.86,68.6586438513849,50.16251885407651,WET,0.6508292165681795,2.289848202893632
hoh_803000_920575.9.laz,3734.2400000000002,3634.7186256706564,32.42318295598206,0.037266411399844865,2.393874358979417,0.5872459545790785,51.9791393088958,100,3583.1,3592.156,3599.04,3602.91,3608,3612.9500000000003,3619.38,3625.55,3631.62,3636.51,3641.56,3646.94,3651.27,3654.13,3658.7200000000003,3663.28,3668.82,3674.4700000000003,3684.7520000000004,0,0,0,0,0,0,0,0,0,0.7396262980358858,4.830273913112195,2.1152413867671123,1.9343776436394897,3642.35,31.99040229588203,45.91712812792964,UPL,14.561935445106835,0.024308596914564606
hoh_803591.9_910586.9.laz,1017.98,820.8145170876671,54.60303475238929,1.7287121182791925,4.900122489760004,0.5962576129686753,29.043319236484173,100,784.12,784.51,784.8100000000001,785.14,785.46,785.902,786.45,787.5,790.39,793.47,797.2560000000001,804.3240000000001,811.91,819.09,831.7900000000001,842.7260000000001,880.9800000000001,922.4159999999999,950.65,0,0,0,0,0,0,0,66.82670324645633,89.30041152263374,0.19113141170061226,4.129427146206386,1.8594468493882657,1.7929897344226486,793.83,54.276638112915826,29.378162573621893,WET,-0.1212312723083161,0.03290789099132989
hoh_804041.3_896070.6.laz,3580.83,3480.1142366522367,54.95525334484465,-0.735068534832841,2.586185790345591,0.6364627410909062,59.72101972101972,100,3369.88,3383.896,3407.83,3431.65,3450.2400000000002,3461.416,3472.11,3479.75,3488.389,3494.6800000000003,3500.111,3505.08,3510.69,3515.48,3520.37,3526.44,3534.08,3540.41,3547.999,0,0,0,0,0,0,0,0,0,1.305994536307688,5.208397306176894,2.051098613073758,1.764391065046479,3503.5,51.04229083814044,56.99231125675398,UPL,14.324782185008361,1.7907819978064548
hoh_804190.5_929602.4.laz,2443.11,2294.9455528001654,74.21430475774682,-0.1882331209294189,2.105291804579745,0.709573980924538,54.28807604877041,100,2173.62,2195.702,2207.9,2220.6059999999998,2228.83,2241.494,2261.51,2282.162,2293.2400000000002,2303.05,2314.63,2325.13,2336.062,2345.66,2352.78,2363.7400000000002,2373.26,2385.2580000000003,2411.64,0,0,0,0,0,0,0,0,11.228988702121796,1.1499084700823914,5.535405852412547,2.0746654393761013,1.729749859734422,2318.17,73.37815415136296,83.65233489311247,UPL,8.538782701895322,2.979515077546955
hoh_804247.4_931413.5.laz,1871.55,1784.8967467019927,47.16631380254057,-0.49187757775571855,2.3604145060525252,0.6805435721426898,54.12043936634101,100,1697.73,1709.924,1723.3600000000001,1743.14,1755.64,1764.76,1772.8600000000001,1778.8700000000001,1784.1200000000001,1791.3,1798,1804.49,1810.2,1817.556,1822.7,1828.28,1834.6100000000001,1840.9520000000002,1849.44,0,0,0,0,0,0,0,0,1.6559947008169575,1.4390313341514238,5.1275706819971525,2.0613093555189765,1.8369549759793367,1797.08,46.673478930024906,56.39845842311248,UPL,5.649737327931836,1.1701643347368227
hoh_805631_917773.9.laz,3823.65,3726.673841034272,40.792398931372155,-0.10378835359266929,2.004380382334495,0.605703748438699,54.32221542227662,100,3661.5565,3667.55,3674.4,3682.346,3691.0299999999997,3700.42,3709.7955,3717.25,3725.447,3731.42,3737.2000000000003,3742.84,3748.58,3753.67,3758.1075,3763.664,3769.12,3780.01,3787.4735,0,0,0,0,0,0,0,0,0,0.8184881921578548,4.996426442629015,2.170576518780478,1.8399230987166864,3740.28,38.81711778865457,55.02582320451637,UPL,15.145949415941665,0.8324802927409715
hoh_805887.5_925923.4.laz,2205.61,2098.7336657963447,44.98597898781262,-0.48557709260371357,3.1725947148263667,0.6666494224160833,52.706701479547434,100,2016.6635,2037.1000000000001,2053.0905000000002,2064.424,2073.65,2081.95,2087.79,2091.9440000000004,2096.4519999999998,2101.815,2106.66,2112.146,2116.92,2124.11,2131.39,2137.92,2144.68,2152.39,2165.38,0,0,0,0,0,0,0,0,1.8713552093306642,1.2375393185203472,5.132373503072491,2.0906767157396104,1.7856434299701136,2111.2200000000003,40.94844708843437,47.63310049673974,UPL,7.120699255291501,0.9076769946617247
hoh_807641.5_924055.4.laz,2666.14,2575.9101112463063,36.71681057992232,-0.14514344283345446,2.7131964252464966,0.628756435538973,53.00712671649575,100,2516.8,2526.96,2535.3525,2542.55,2549.21,2556.16,2562.59,2568.27,2574.37,2578.93,2582.9,2587,2590.81,2595.715,2600.09,2606.1,2613.31,2623.175,2639.36,0,0,0,0,0,0,0,0,0,1.3191871661421473,4.95987410012399,2.028176940159995,1.8460832079813354,2582.64,34.418333873931,35.44662031230746,UPL,9.438949291616188,0.29157807618889053
hoh_809559.7_898615.9.laz,2768.86,2639.2890487112277,49.79037612940937,0.10717441844661359,2.2396827992080626,0.6592542820231537,47.695500218435996,100,2559.2725,2571.32,2585.3375,2594.12,2602.1525,2608.66,2616.69,2623.68,2630.5924999999997,2635.1,2644.12,2652.1900000000005,2660.1925,2667.1850000000004,2674.6075,2685.62,2695.4075,2711.905,2725.81,0,0,0,0,0,0,0,0,0,0.9296763473069117,5.225375331913405,2.0126083219830044,1.721975113323067,2645.76,49.54053751577477,32.80369594200413,UPL,9.839298981969273,1.0983740820939567
hoh_812140.5_923007.3.laz,4092.81,4028.1988651674733,22.200550165590634,0.2798176103412354,2.2484969443533456,0.5302963048318836,46.21880633836227,100,3994.507,3998.42,4002.62,4007.8,4011.36,4014.4300000000003,4017.4500000000003,4019.9100000000003,4022.63,4025.2200000000003,4029.356,4033.69,4036.9300000000003,4040.25,4044.61,4049.83,4054.42,4059.386,4065.94,0,0,0,0,0,0,0,0,0,0.5909022534031275,4.410467502440233,2.0299297850189415,1.9375393950135016,4025.09,22.892621762997738,14.22789779183226,UPL,16.297987177416065,-1.1198461296748603
hoh_812219.1_896719.4.laz,3579.59,3461.6960574845484,50.70929362387801,-0.2953726063033313,2.1341129212982834,0.6335351976677496,53.28375458519672,100,3375.03,3382.2400000000002,3392.35,3410.9500000000003,3426.8,3438.25,3445.17,3452.03,3457.9300000000003,3466.56,3474.4,3483.4900000000002,3489.82,3496.19,3503.04,3508.1,3513.61,3524.11,3536.51,0,0,0,0,0,0,0,0,0,0.9299549675351562,5.184220770105847,2.0255140592515315,1.85662393436994,3477.09,48.717211864797555,50.60374610861657,UPL,14.056444564897022,1.235990776844578
hoh_813723.5_915706.3.laz,2957.64,2793.8613289304126,48.63671347993293,0.29077525781066565,3.6235992451874792,0.6516576887365115,47.527384020618555,100,2713.555,2735.79,2750.0375,2758.4900000000002,2765.78,2771.2200000000003,2776.93,2782.9700000000003,2787.63,2791.8450000000003,2796.52,2801.34,2806.29,2812.4900000000002,2818.5375000000004,2827.36,2838.2425000000003,2853.885,2887.1925,0,0,0,0,0,0,0,0,0,0.7948613093526721,5.208143997756418,2.1140810249651367,1.8330499216853087,2798.29,44.1625833819131,59.182568120140104,UPL,10.557840291120755,0.888110922928282
