pc_filelist,zmax,zmean,zsd,zskew,zkurt,zentropy,pzabovezmean,pzabove2,zq5,zq10,zq15,zq20,zq25,zq30,zq35,zq40,zq45,zq50,zq55,zq60,zq65,zq70,zq75,zq80,zq85,zq90,zq95,zpcum1,zpcum2,zpcum3,zpcum4,zpcum5,zpcum6,zpcum7,zpcum8,zpcum9,crr,fhd,fd,fds,och,rug,rum,wetup,PCA1,PCA2
hoh_700791.1_898410.4.laz,399.11,344.4000666000666,21.027176161207777,-0.14562349230614133,2.070848641857248,0.668367094868435,54.69530469530469,100,312.24,312.53000000000003,312.86,316.08,328.1575,335.24,339.2625,341.6,344.2675,346.85,349.74,352.1,354.3,356.63,359.51,363.25,366.76,370.96,376.40250000000003,0,0,0,0,0,0,0,21.3488759367194,74.63780183180683,0.629320206778181,4.003008979696125,2.139593918282745,1.8601498562299188,350.95,20.73487179808567,13.605035071239204,UPL,-2.7718507519190587,-0.7996247185343996
hoh_700904.7_902032.1.laz,320.47,298.38057345712724,6.429004224551624,1.1350430779601075,3.9225374167463003,0.5352750701901934,40.724558529036955,100,290.81,291.57,292.29,292.85,293.5,294.19,294.856,295.54,296.26,296.95,297.7,298.49,299.31,300.2,301.38,302.66,304.79,307.71,312.3,0,0,0,0,0,0,0,0,0,0.4020282482160037,3.0884240343723244,2.1670662872622355,1.9547740790440897,297.08,6.461171189304392,4.2521684978941465,WET,-3.0941524266888125,-3.5058642577757473
hoh_702768.1_874784.3.laz,457.18,398.4238359037631,20.2801446928103,-0.2058845123175281,2.3206845102921756,0.7010317208824907,55.44725478099938,100,362.04,367.732,373.214,378.77,383.2,387.47,391.34000000000003,395.35800000000006,398.82,401.90000000000003,404.46000000000004,406.86,408.73,410.73,412.79,415.29,418.54,422.55800000000005,429.23,0,0,0,0,0,0,0,8.366238894373149,71.77936821322804,0.6823766752045509,4.293873400542441,2.2492912367903326,1.8886522180617278,408.805,15.685650098555948,22.91100952561875,UPL,-2.4968250707381574,-0.7156275645381526
hoh_702857.7_906502.4.laz,264.89,229.13076196678608,11.324577503450419,0.3054008939787802,2.199891322170485,0.6635710254936084,48.64864864864865,100,213.29,214.37,215.49,217.09,219.03,220.93,223.0105,224.97,226.84,228.67000000000002,230.51,232.28,233.90950000000004,235.89000000000001,237.79,239.79200000000003,242.03,244.65,248.20000000000002,0,0,0,0,0,0,0,0.29311187103077674,76.84416218856863,0.4908035778190958,3.7022715408467635,2.3166406603543925,1.9012558892092837,231.63,11.025561962836484,11.33056299106127,UPL,-3.6827849684282996,-1.7804494209049444
hoh_703474.4_868418.1.laz,736.02,680.0638249377514,23.67265065888531,-0.5428255272381818,3.6310051015267497,0.6835497165191294,54.18502202643172,100,641.57,648.39,654.23,659.12,664.83,668.8000000000001,672.96,676.74,679.62,682.45,685.3000000000001,688.02,690.6800000000002,693.3100000000001,696.16,699.64,704.13,708.82,716.27,0,0,0,0,0,0,0,0.09578544061302681,22.35632183908046,1.6881751626637254,4.512287550802851,2.012580660066623,1.8335600380042416,684.97,21.38423718654995,11.234178541457982,UPL,-0.4005299803168912,-0.6763690763823947
hoh_703645.1_873850.5.laz,671.19,621.3454289283732,22.403418980235408,-0.33634162531781087,2.383555976170213,0.6834988991206365,53.40088839533592,100,579.7945,587.04,595.9300000000001,602.018,606.79,610.3000000000001,613.5515,617.09,620.37,623.145,625.8395,629.1940000000001,632.4480000000001,635.63,638.84,642.26,645.4865,649.5910000000001,654.754,0,0,0,0,0,0,0,0,21.963070942662778,1.0911003497295826,4.448930051536036,2.064128861613694,1.8928569177968628,624.01,22.811267898487163,8.775686367096863,UPL,-0.9078797649062166,-0.8807749105086964
hoh_704384.3_897391.3.laz,492.49,407.54940421857657,46.77201040070396,-0.016559366775583218,1.5080147394014634,0.7626883508415082,52.127790798075736,100,346.139,347.57,348.82,350.39799999999997,353.525,362.17,375.73300000000006,390.774,403.48,412.40000000000003,420.809,429.43,436.6040000000001,444.78800000000007,451.52500000000003,456.72,462.76300000000003,468.40000000000003,474.8,0,0,0,0,0,0,1.6530964717493217,41.36442141623489,69.2079940784604,0.7617017943347926,4.728266720000235,2.1628669020329796,1.735033876136606,422.78499999999997,48.89848227175321,43.99956905103027,UPL,-2.070591259755129,1.5631178630714466
hoh_704668.6_906445.6.laz,357.18,327.5414970930233,10.723556923848935,0.2590271690260938,1.9231656369950614,0.6023429730192205,49.000726744186046,100,313.39,314.01,314.7,315.52,316.5,319.02700000000004,321.1,323.16,325.304,327.245,329,331.17,332.64,334.25,336.09000000000003,337.972,340.16,342.478,345.44,0,0,0,0,0,0,0,0,35.816827185171725,0.5230188967936805,3.540716471220048,2.2828790599903663,1.906432905811485,328.28000000000003,10.696072639146365,7.1345009390538,WET,-3.0050751888224854,-2.2329042761845517
hoh_705375_900079.1.laz,402.39,348.2873136852277,9.704478023105485,1.504022193398468,5.668813563234754,0.5480110974773367,39.52168136248339,100,338.98,339.5,339.89,340.22,340.58,341.01,341.63,342.65000000000003,344.03000000000003,345.44,346.82,348.1,349.728,351.31,353.15000000000003,355.22,357.94,361.84800000000007,367.55,0,0,0,0,0,0,0,0,90.40831118627688,0.2017887544753352,3.2866536848871397,2.1292072411054326,1.9812254098751787,345.85,9.826000044471533,6.944531658844784,WET,-3.123997633743658,-3.20323275035785
hoh_705858.2_915471.5.laz,405.28000000000003,308.5428330107338,32.998060691975205,1.2677763827283652,3.1164979682363865,0.5416779832757547,31.55023755058948,100,286.19,286.65000000000003,286.91,287.11,287.3,287.5,287.7,287.89,288.19,288.52,288.91,289.47,291.04,313.79200000000003,328.59000000000015,341.778,356.36,367.03000000000003,379.19699999999995,0,0,0,0,0,0,0,73.75923970432946,88.82435762055614,0.2474005985040816,3.2525478023513115,1.8783322899486137,1.782405743028721,288.32,33.03209744397511,8.306197196234884,UPL,-3.0920450833963193,-1.2387841499720638
hoh_706142.3_924526.laz,1298.3600000000001,1264.8013581780538,17.695909378423195,-1.488618281236804,6.245106200952494,0.5684997129132374,57.65355417529331,100,1234.6660000000002,1245.056,1250.56,1254.13,1256.89,1259.15,1261.58,1263.84,1265.81,1267.78,1269.68,1271.3600000000001,1273.32,1274.96,1276.7,1278.64,1280.57,1283,1286.312,0,0,0,0,0,0,0,0,0,2.0582286537258816,4.075493264992911,2.1597811774551756,1.9967061125280339,1270.6000000000001,12.170973835073834,17.21635152561279,UPL,2.5446216235520667,-1.8739695938610315
hoh_706252_899145.3.laz,437.07,370.9550761867552,13.25624677306545,0.9997815621494643,4.0275102590618665,0.6034865667817351,43.43621801133033,100,355.94,356.36,356.86,357.51,358.92,361.12,363.45,365.32,367.22,369,370.44,372.31,374.24,376.31,378.71,381.33,385.66,390.09000000000003,394.42,0,0,0,0,0,0,0,0,94.27566669922828,0.244953412220538,3.6692546707578297,2.181428112056167,1.9329786452328863,370.6,13.27862586404209,12.725644007399753,WET,-2.9362994664374393,-2.241793063513406
hoh_706564.7_909105.laz,284.32,215.75100665014995,17.021408247737085,0.5969169842058292,2.9727248962404547,0.7066484783521823,47.78980310340331,100,194.272,196.054,197.9,199.28,200.56,201.74,203.38,205.54,209.12,213.48000000000002,218.04,221.59,224.21,227.14800000000002,229.86,232.51,234.84,237.17000000000002,241.04,0,0,0,0,0,0,19.027125717266564,70.61815336463224,98.74804381846636,0.3603816454482629,3.9926348250448513,2.29110933659548,1.9266512217926042,226.71,16.078198314387087,26.413363029584893,UPL,-4.033469440074556,-0.44928213410548457
hoh_708290.3_906331.9.laz,437.6,364.62057940663175,22.821527721428936,0.8078130450146742,2.6470253618481765,0.6785600615361554,42.25130890052356,100,340.62,341.40000000000003,342.13,343.01,344.0675,345.44,347.54,350.49,354.403,358.1,362.17,367.19,370.86400000000003,376.029,381.07,385.928,391.40000000000003,399.11400000000003,409.865,0,0,0,0,0,0,0,39.39605515796823,86.97853028451736,0.34736613692621454,4.1265308654118344,2.072066190179003,1.8868461034413457,359.03499999999997,23.08016373410381,7.456648719377036,WET,-2.861089450817636,-0.9758466593817936
hoh_708318.7_907237.3.laz,326.31,311.49936904984133,3.2255582002803647,1.2144701230364194,3.9940014049426313,0.40191179074709504,39.21971252566735,100,308.2,308.43,308.63,308.82,308.99,309.22,309.48,309.74,310.01,310.40000000000003,310.83,311.42,311.98600000000005,312.53000000000003,313.16,314.04,315.03000000000003,316.452,318.11,0,0,0,0,0,0,0,0,0,0.311220302859006,2.326204293874339,2.126439806566013,1.8771445197004266,310.40000000000003,3.2255582002803647,2.24897407890296,WET,-3.0599135066782734,-4.299833448951047
hoh_712646.9_900757.1.laz,530.48,480.06087683150184,22.290478790869727,-1.222062570321499,4.544968492205865,0.6795408659291409,59.077380952380956,100,419.34999999999997,454.07,461.4575,466.27,470.6925,473.65000000000003,476.97,479.72,482.15000000000003,484.58,486.88,488.98,490.78000000000003,492.95,495.14,497.31,499.47,502.33,507.77000000000004,0,0,0,0,0,0,0,5.7813394390383515,35.638236977676016,1.3282832509341447,4.263291427613849,2.12718598380457,1.8674258626546907,488.38,16.69298997841372,20.65415608149617,UPL,-1.6217581354689703,-0.8128350354109062
hoh_715083.1_920620.laz,272.08,227.41056294687303,22.535679827502353,-0.24663631428186478,1.6742795725368713,0.7398200740872309,54.87374423024708,100,193.21,194.06,195.37,198.72,203.35,212.53,218.34,223.33,227.318,231.69,235.57600000000002,238.78,241.5,244.65,247.47,249.57,251.99400000000003,254.63600000000002,257.958,0,0,0,0,0,0,0,34.25959449674149,70.36567704561912,0.798769030924586,4.147502462152029,2.3496714676105768,2.0087210293076634,245.41,16.467993420429767,36.62134360907908,WET,-3.533369327991592,-0.46981653320879746
hoh_715736.6_941445.7.laz,713.78,654.9839323545809,30.177594804987535,-0.495914289305453,2.3621604231731785,0.6733765350481012,55.733135104999064,100,599.44,600.65,606.36,630.9,638.6800000000001,643.47,648.69,652.1,656.23,659.64,662.99,667.0600000000001,670.47,674.01,677.1000000000001,681.17,685.89,691.44,697.24,0,0,0,0,0,0,0,0,28.79182156133829,0.9713903436368814,4.424470886449121,2.21839869017021,1.7360244815388124,667.09,26.386616675390542,28.507076033119993,other,-0.7289833119898873,-0.11443900774786725
hoh_718591.3_916884.5.laz,342.09000000000003,222.03657537248029,51.878981761215734,0.4415083308478253,1.7828351436722722,0.7965947154439041,44.21560035056968,100,165.62449999999998,166.11,166.5,167.03,168.24,173.61399999999998,180.872,191.70600000000002,202.21050000000002,211.925,220.27500000000003,232.46000000000004,243.03700000000003,257.744,268.05750000000006,279.736,291.225,300.95,310.18049999999994,0,0,0,0,26.89020381328074,46.32916940609249,63.8834100372562,77.12031558185404,94.25816348893272,0.4869213481735224,4.648189001369616,2.14339746533486,1.5904086946575557,230.215,53.6268122974029,47.49656113887723,WET,-3.8816328485938274,5.026059223801787
hoh_720402.2_916827.7.laz,477.98,460.0580624669137,5.822905379883932,0.05512877470522478,2.6088023840905676,0.5130431298529862,49.49708840656432,100,450.29,452.23,453.67,455.02,455.94,457.05,457.87,458.53000000000003,459.32,459.97,460.69,461.55,462.3,463.16,464.11,465.22,466.24,467.62,469.85,0,0,0,0,0,0,0,0,0,0.8028184698418585,3.1652549334831517,2.276691665743223,1.852295129500144,460.1,5.770440739822677,3.9537389944724866,UPL,-2.1781362629180747,-2.9023264860052245
hoh_720999_935842.4.laz,606.99,542.4904638188026,19.6266451694961,0.4337320637231782,2.529175919552992,0.6708008177447652,45.94887167957366,100,513.42,517.39,520.14,523.938,527.59,530.58,533.37,535.79,538.22,540.58,542.98,545.67,548.46,551.34,555.25,559.94,565.16,571,578.21,0,0,0,0,0,0,0,0,61.2508327781479,0.5214062892533848,4.298835302408239,2.1744905952374873,2.0327101902577525,542.72,19.596641361944403,14.338289044303362,WET,-1.7755013722736195,-1.5121011048299677
hoh_721027.4_936747.9.laz,654.5600000000001,612.8472116889894,25.425781185386544,-1.7678319548401116,5.436594409265567,0.6157204677202265,68.15098277961384,100,544.0600000000001,577.8000000000001,599.7080000000001,605.238,608.96,611.91,614.102,615.94,617.98,619.62,621.1419999999999,622.83,624.4780000000001,626.02,627.95,629.89,631.99,634.35,638.108,0,0,0,0,0,0,0,0,11.029923451635351,1.7135563117012271,3.992308887545142,2.084185380588066,1.7738045236258635,622.3100000000001,14.202950680449156,23.706034216620644,UPL,-0.6231272161950832,-0.8414759894867829
hoh_721449.7_921326.5.laz,540.19,496.5705281918341,21.073153173715767,-1.9454355445406233,7.284244225435455,0.6410731806355482,61.90861957226183,100,428.4785,477.13,484.09000000000003,487.76,490.52,493.24,495.44,497.24,499.11,500.85,502.46000000000004,503.94,505.8145,507.38,509.12,511.35,513.624,515.78,519.03,0,0,0,0,0,0,0,5.396208070004861,17.32296224274834,1.6813713039529314,4.033581762597855,2.130890865513311,1.8442941547924725,503.38,12.069391499325425,19.801112295823582,UPL,-1.387553079942683,-1.2871527391614728
hoh_721620.3_926759.3.laz,478.02,432.0330071391259,8.199014195642006,1.3429648771344729,6.354445696453511,0.5453380732988361,43.47901793487724,100,421.49,422.576,423.82,425.212,426.32500000000005,427.16,427.95,428.90000000000003,429.85,430.84000000000003,431.76,432.84000000000003,433.92,435.01,436.09000000000003,437.718,439.53000000000003,442.32,446.877,0,0,0,0,0,0,0,0,46.603970741901776,0.28275402086986423,3.3645464468759783,2.2144543206929805,1.9945060835341002,431.17,8.171622730680362,5.603253017448838,WET,-2.5939694356776632,-3.445521257069514
hoh_721758.1_902283.7.laz,634.51,602.7738420310296,9.163652322710488,0.4712748921065129,2.758977006006259,0.5556721989114428,46.00846262341326,100,589.47,591.3520000000001,592.91,594.39,595.7,597.08,598.39,599.4580000000001,600.62,601.8000000000001,603.12,604.33,605.7940000000001,607.25,608.69,610.5600000000001,612.712,615.6800000000001,619.712,0,0,0,0,0,0,0,0,0,0.6085753054895134,3.5856710421409157,2.184228078359537,1.805499998863624,601.97,9.150701064203272,4.267258231281806,UPL,-1.356530684753542,-2.439056354847832
hoh_721762.4_931286.6.laz,494.16,440.39486407360937,15.160134225898513,0.9762219195235914,3.379542767633053,0.6190343636545426,41.82350480970305,100,423.56,424.31,424.90000000000003,425.79600000000005,427.6675,429.66,431.17,432.71000000000004,434.55,436.68,439.01,441.37,443.886,446.52,449.37000000000006,452.66,456.56,462.46600000000007,471.68299999999994,0,0,0,0,0,0,0,0,66.70152687722234,0.37784455899864694,3.8397830914248785,2.1408392805876058,1.8731791383303438,436.97,15.266339531384029,7.443128012370193,WET,-2.4089551614375226,-2.003346169809442
hoh_722525.7_926730.9.laz,513.78,464.9654175811482,19.515593033651616,-0.41510606565490377,2.4141633189635194,0.6761325911930259,52.80120133995611,100,425.66,435.35400000000004,443.21000000000004,448.59000000000003,452.39,456.17,458.96000000000004,461.58,463.91,466.7,469.184,472.01,474.93,478.28000000000003,480.84000000000003,483.66,485.79,488.4620000000001,492.19,0,0,0,0,0,0,0,0,42.10951940850277,0.8449404980512447,4.220281134054579,2.2450702837594814,1.9192228442778272,470.57,17.58538721549766,15.755236663683041,WET,-2.0242885225694924,-1.1451220978073584
hoh_725294.6_899453.6.laz,1125.92,1084.2561973981556,18.220417480724187,-1.0017020152071896,4.82544779734717,0.6023533560356112,56.58706406889391,100,1052.49,1061.15,1066.53,1070.47,1073.55,1076.54,1079.6200000000001,1082.6100000000001,1085,1086.91,1088.81,1090.98,1093.21,1095.14,1097.31,1099.67,1101.9060000000002,1104.6200000000001,1108.3,0,0,0,0,0,0,0,0,0.604690935743953,2.041249048025934,4.232348971662898,2.1043249406332634,2.0301502983886013,1089.3,14.48020877303827,20.304394607621646,UPL,1.6666710919210557,-1.6110206113502823
hoh_726062.3_923900.8.laz,290.16,264.81213700564973,6.572128956267816,1.2840954569887653,4.062361902886153,0.5092680950490976,35.63559322033898,100,258.66,258.86,259.05,259.22,259.45,259.87,260.43,261.15,261.88,262.73,263.45,264.14,264.93,266.6,268.34000000000003,270.14,272.05,274.8040000000001,278.4815,0,0,0,0,0,0,0,0,39.86438762537082,0.27900328352042963,2.8877703548202405,2.092654296769669,1.864107727834848,262.66,6.586063169131836,3.0950331840535172,UPL,-3.3772253007326194,-3.4463339692728705
hoh_726261.3_930239.laz,480.81,424.1823214285714,14.302148758591398,0.541928093455937,2.759799191307437,0.6373958246173091,45.05494505494506,100,404.46000000000004,405.81,407.97,410.678,413.02,414.89,416.53000000000003,418.216,419.82,421.82,424.21000000000004,426.74,429.48850000000004,432.22,434.64,437.40000000000003,440.39,443.73,448.56,0,0,0,0,0,0,0,0,71.14889232354457,0.38483515443924116,3.9362201836390933,2.263346736622199,1.871979948742077,425.865,14.157906932478822,12.397149670353043,WET,-2.5701600728118104,-1.7166627985152332
hoh_726967.8_923872.4.laz,310.14,286.76193164163647,6.437038296752622,1.0484705330105926,3.2462076006743756,0.49500545614225366,40.435007767995856,100,280.51,280.77,281,281.2,281.40000000000003,281.63,281.92,282.41,283.27,284.65000000000003,285.83,286.84000000000003,287.99,289.27,290.68,292.26,294.26,296.49,300.13,0,0,0,0,0,0,0,0,0,0.31490761036305615,2.839858087193833,2.2032490807483494,1.9860145084305438,284.71,6.47153536559467,4.914425495887965,UPL,-3.2192228648504737,-3.762025594794992
hoh_729598.9_921070.7.laz,478.44,443.69456322435565,15.041540912227422,-0.5134733285975093,2.530606326629793,0.622764654448272,57.29112610275039,100,415.22,416.08,423.46000000000004,432.28000000000003,435.89,438.55,440.8500000000001,442.88,444.39,446.13,447.57,449.21000000000004,450.75,452.69,454.53000000000003,456.46000000000004,458.56,460.96000000000004,465.06,0,0,0,0,0,0,0,0,18.252595155709344,0.8865786728560816,3.8427884883877153,2.226829834154942,1.919378725304198,448.49,12.842550024734146,13.518855302147974,UPL,-2.0747428500697227,-1.6936473478868743
hoh_729911.6_931030.8.laz,503.28000000000003,469.15251144538917,7.290348701130207,1.5612710541116448,5.223657471109295,0.4616260139070651,35.73141486810552,100,462.89,463.16,463.38,463.58,463.84000000000003,464.17,464.43,464.73,465.12,465.75,466.7,467.98,469.36,471.06,472.62,474.74,476.9030000000001,479.69,484.68,0,0,0,0,0,0,0,0,0,0.19961947784372536,2.871843141632284,2.1469840380614307,1.7874865074263329,465.68,7.353584136695301,3.878210885499274,WET,-2.215735464602059,-3.7221699964302295
hoh_731523.5_924635.7.laz,487.17,448.9343327871837,8.026429547551235,1.452644962213963,5.306949504965474,0.5142835024954311,39.70507919169853,100,440.71000000000004,441.21000000000004,441.63,442.09000000000003,442.62,443.24,444,444.91,445.942,446.95,447.87,448.88,449.93,451.25,452.72,454.61400000000003,456.56,459.68,465.66200000000003,0,0,0,0,0,0,0,0,0,0.2425571060539767,3.1827016402745065,2.1655926287299185,1.9055673017168904,447.05,8.049290164634519,4.703949804101788,WET,-2.3152613044557335,-3.571068357248791
hoh_733220.7_920956.9.laz,505.51,465.16994697773066,16.200237579928224,0.2753783754647565,1.928915665622901,0.6274271655849644,50.22976316719689,100,444.26,445.08,445.77,446.59000000000003,448.2,451.61,455.66700000000003,458.81399999999996,462.04,465.35,467.72,469.8860000000001,472.05,474.66700000000003,477.79,481.218,484.398,488.16,492.695,0,0,0,0,0,0,0,0,34.02863708679512,0.5689121668992686,3.906090371872743,2.20562142930742,1.82909789120321,469.03000000000003,15.539285247164072,12.32441701142927,WET,-2.087041369236739,-1.5134372370055345
hoh_734126.2_920928.5.laz,578.25,516.7734640957447,29.387097999167523,-0.97130895502572,3.1536458980316633,0.6861192044234448,61.98470744680851,100,452.3,453.67,484.4425,499.08,505.93,510.83,514.5074999999999,518.34,521.32,524.3100000000001,526.87,529.1,531.53,534.48,537.14,540.39,543.2625,546.75,551.97,0,0,0,0,0,0,0,11.005818786367415,43.07564422277639,1.0770526205130797,4.363722463446751,2.1527828793212977,1.869003344533385,529.3,22.32735691390467,27.095151357550378,WET,-1.461001558218841,-0.2716581945112585
hoh_734325.2_927266.8.laz,324.21,277.60671213612716,16.628834864878407,0.0014963491488310004,1.8791898055673775,0.6862352554758913,52.707073548024184,100,252.99,253.67000000000002,254.63,258.99,263.22,266.14,269.49,272.44,276.11,279.07,281.76,283.99,286.12,288.45,290.94,293.7,296.36,299.44000000000005,303.38,0,0,0,0,0,0,0,20.646976090014064,76.72292545710266,0.5571862700326067,3.9673946414302845,2.262607834317883,1.92712921304004,286.15000000000003,13.979351254621609,20.10843926997792,WET,-3.315992382153049,-1.0707374158066327
hoh_736700.4_916315.9.laz,569.42,531.4853783266656,11.81470356685582,0.8949835903195312,2.9145686523910683,0.5575362378266272,40.84188554531223,100,518.842,519.26,519.82,520.41,521.13,522.08,523.5600000000001,525.1,526.41,527.85,529.932,531.76,534.2260000000001,536.74,539.5,542.16,545.004,549.15,555.6339999999999,0,0,0,0,0,0,0,0,0,0.3544355455142668,3.537354616825686,2.264181985645072,1.9940116457949477,529.4300000000001,12.159875856259678,9.302694688465987,WET,-1.8934461875794595,-2.9294283583086536
hoh_737577.4_915382.laz,635.37,570.581097404678,22.526916489858607,-0.3139900438977033,2.8740552791437524,0.6775226536296233,54.58186478692727,100,525.0015,532.9159999999999,548.16,555.056,558.1775,561.12,564.1205,567.29,570.34,573,575.7365,577.72,580.08,582.1800000000001,585.01,588.15,592.72,597.64,605.3480000000001,0,0,0,0,0,0,0,0,48.005127383432146,0.7430454209939626,4.372871796790424,2.1550469099834766,1.896651679679184,576.57,19.259597681056196,16.151356383834354,WET,-1.3880874992967194,-0.920718418736746
hoh_739075.4_905365.laz,2218.27,2140.111664512794,10.716741161721531,3.9523456980844687,18.936645544050485,0.2876380874099742,11.682605324373222,100,2135.26,2135.69,2135.95,2136.15,2136.35,2136.51,2136.68,2136.84,2137,2137.17,2137.36,2137.63,2137.96,2138.32,2138.61,2138.94,2139.4,2140.84,2166.202,0,0,0,0,0,0,0,0,0,0.0788356670390308,2.216102723477662,1.7467253861674272,1.7179472817282215,2137.13,10.255285320273137,3.4661985977753793,UPL,6.448956192581558,-6.059477128029737
hoh_739160.8_908081.4.laz,1605.94,1555.229787865302,17.57334407295142,-0.42451940698666507,3.668132794617511,0.5711315754774473,50.35355783019334,100,1521.58,1533.76,1539.7,1542.596,1545.9,1548.29,1550.29,1551.83,1553.47,1555.38,1557.41,1559.58,1561.81,1563.91,1565.55,1569.03,1573.2180000000003,1578.02,1583.26,0,0,0,0,0,0,0,0,0,1.1753014897076515,4.215787468582025,2.0895470422100866,2.02078115050229,1557.54,15.256578266894127,18.90477380958896,UPL,3.8563202324849737,-1.7823817462734153
hoh_739615.9_922568.8.laz,580.35,514.0387561899214,13.754430805556098,1.0156434352124446,3.5951057226249925,0.5554520900904399,43.3003204194582,100,500.33,500.75,501.15000000000003,501.44,501.87,502.33,503.08,504.59000000000003,507.74,510.6,513.1825000000001,515.58,518.4100000000001,520.87,523.33,525.72,528.08,533,540.855,0,0,0,0,0,0,0,0,72.96431172614713,0.22211551682103692,3.5346923449286267,2.22698941064176,1.8633163304271345,514.975,14.0632823224816,14.779421017351748,WET,-2.1431306250451576,-2.2991195182573194
hoh_740014_935245.5.laz,1676.41,1581.3742488646685,35.70685195261699,-0.08461608495394182,2.491549125056704,0.6616228144713973,50.49954586739328,100,1520.874,1532.066,1541.932,1549.3400000000001,1556.16,1562.3700000000001,1567.42,1572.1100000000001,1577.874,1581.92,1586.792,1592.3500000000001,1596.738,1601.44,1607.28,1613.28,1620.104,1629.3600000000001,1636.1380000000001,0,0,0,0,0,0,0,0,2.3255813953488373,0.9039150828864418,4.9121589613865275,2.0177609597487742,1.686055421856749,1585.73,35.2393318117422,19.382393847211254,UPL,4.294240664103741,0.2620748545660604
hoh_740976.3_937028.laz,2217.94,2119.0436755823985,35.583908054529225,0.19448590392466347,2.8014952984175787,0.639385827542458,46.304285303422496,100,2063.18,2072.14,2080.4700000000003,2088.48,2097.31,2102.69,2106.46,2109.48,2113.2200000000003,2116.56,2120.14,2125.19,2128.64,2135.3,2141.6,2148.7200000000003,2157.57,2168.73,2183.115,0,0,0,0,0,0,0,0,0,1.005736827613542,4.926042044516088,2.119430342413459,1.8138981078623322,2120.67,33.75007559717245,33.78741533924721,UPL,6.9368120326965546,0.026893546051854997
hoh_742303.8_921578.laz,564.8000000000001,526.3056856067395,11.280932653361594,-0.1084559148329864,2.64201455990584,0.5899470749638491,54.400430184620895,100,505.90000000000003,508.14,512.83,516.57,519.16,521.39,523.26,524.8,526.15,527.36,528.48,529.66,530.97,532.25,533.76,535.33,537.63,540.0600000000001,544.227,0,0,0,0,0,0,0,0,10.236643958408031,0.5914038466606708,3.738182936852569,2.2525883663309987,1.919435482865012,529.03,9.656605537859802,10.048605684134142,WET,-1.7767675205411222,-2.1785286863645745
hoh_742332.3_922483.5.laz,590.39,512.2669167291823,16.49592167733622,0.9050981254410073,3.4067372718308127,0.609548542075478,43.94223555888973,100,493.8,494.52000000000004,495.11,495.73,496.88,499.15000000000003,502.23,504.636,507.18,509.45,511.84200000000004,513.98,516.34,519.42,522.9300000000001,526.174,530.12,535.657,543.04,0,0,0,0,0,0,0,0,86.3252673044457,0.25443077637217615,3.8893971794373425,2.1670794812366685,1.8293778195015402,511.84000000000003,16.587702589233242,11.98658638542979,WET,-2.0886760088850496,-1.7153276375658857
hoh_743522.2_931509.8.laz,1647.6000000000001,1593.0388597856947,26.082706417677198,-0.6723642680887288,3.045703275106533,0.6173244641590073,57.267149006319265,100,1541.7,1554.1540000000002,1564.7,1571.8980000000001,1578.18,1582.97,1587.56,1591.3,1594.45,1597.01,1599.8269999999998,1602.56,1605.431,1608.5900000000001,1611.64,1615.22,1619.45,1623.4260000000002,1629.3329999999999,0,0,0,0,0,0,0,0,0,1.3192330567685358,4.57256858224914,2.1672977082674905,1.9807097549378705,1600.98,22.953804986078122,23.93460304462591,UPL,4.165886872999375,-0.8617588736034556
hoh_744963.4_919681.7.laz,553.94,525.0749492600423,7.682755597237877,0.9864589852003286,3.3818412486007645,0.5100821262753179,41.3953488372093,100,516.37,517.0600000000001,517.55,518.04,518.67,519.39,520.1800000000001,521.26,522.37,523.345,524.28,525.3720000000001,526.6955,528.02,529.4,531.07,533.2195,536.78,541.3,0,0,0,0,0,0,0,0,0,0.3403752637940702,3.222217548904081,2.225001919899746,1.9500563356958105,523.75,7.746007943166838,4.924569214944944,WET,-1.953890596338587,-3.3750713618184727
hoh_745811.9_917842.4.laz,579.4,551.6540733727811,4.875100785604802,1.4767487771430363,5.472464731528741,0.4249616940573117,38.03550295857988,100,546.72,547.08,547.41,547.74,548.0600000000001,548.39,548.72,549.08,549.47,549.9300000000001,550.52,551.28,552.16,553.21,554.23,555.3100000000001,556.5600000000001,558.548,561.312,0,0,0,0,0,0,0,0,0,0.2099073298589218,2.7036033591249713,2.1715803154439284,1.8793758896828494,549.9300000000001,4.874489837381082,2.716206700657883,WET,-1.8614107541866076,-4.194764383434029
hoh_746745.9_918719.4.laz,638.65,585.0677486089314,17.39450679356773,-0.18815238602351347,3.553765680338356,0.6494133574067835,51.06291910400913,100,550.418,563.6800000000001,569.5500000000001,572.9300000000001,575.85,578.062,580.35,582.1800000000001,583.76,585.46,587.27,589.07,590.91,592.85,594.6800000000002,597.87,601.4340000000001,606.07,614.3240000000001,0,0,0,0,0,0,0,0,23.016552511415526,0.8584512112643066,4.194792439076929,2.1741772126057937,1.9026299175489785,587.5,14.57047775410494,13.32233684604081,UPL,-1.3078206763859703,-1.5255793788160334
